#OTU ID	SZMB12	SZMB7	SZMB6	SZMB5	SZMB9	SZMB10
267612	0	0	0	0	0	2
267789	0	0	0	0	0	2
271430	0	0	0	1	0	1
274176	0	1	0	0	0	1
275288	0	1	1	0	0	0
276761	1	0	1	0	0	0
278098	0	0	1	0	1	0
279306	2	0	0	0	0	0
2797565	0	2	0	0	0	0
287589	1	1	0	0	0	0
287700	0	2	0	0	0	0
287880	0	1	0	1	0	0
289402	0	1	1	0	0	0
289426	0	0	0	0	0	2
289841	1	0	1	0	0	0
290251	0	0	0	0	0	2
291266	0	0	1	0	0	1
291206	0	0	0	2	0	0
291267	0	1	0	1	0	0
291722	0	0	0	1	1	0
291881	0	1	0	0	1	0
292074	1	0	0	0	1	0
292426	0	0	0	2	0	0
292585	0	0	0	2	0	0
292688	0	0	1	0	1	0
293101	0	0	0	2	0	0
294564	0	1	1	0	0	0
295074	1	0	0	1	0	0
295100	0	0	1	1	0	0
295981	0	0	0	2	0	0
296010	0	2	0	0	0	0
296941	0	0	0	1	1	0
298804	1	0	0	1	0	0
298695	0	0	0	2	0	0
299267	2	0	0	0	0	0
300435	0	0	1	1	0	0
300607	1	1	0	0	0	0
300596	1	1	0	0	0	0
300774	1	0	0	1	0	0
301816	0	1	0	0	0	1
303279	0	0	0	1	1	0
306633	0	1	0	0	0	1
303627	0	0	2	0	0	0
304099	1	1	0	0	0	0
304075	1	0	0	0	1	0
304416	0	1	0	0	0	1
304757	0	0	1	1	0	0
306020	0	0	1	1	0	0
306755	0	2	0	0	0	0
307204	0	0	0	0	2	0
307640	0	0	0	0	2	0
307900	0	0	2	0	0	0
308760	0	1	0	0	0	1
309745	0	0	2	0	0	0
310490	0	1	0	0	0	1
311564	1	0	1	0	0	0
311997	0	1	1	0	0	0
313736	1	1	0	0	0	0
314204	0	2	0	0	0	0
316550	0	0	0	0	1	1
317211	1	1	0	0	0	0
319621	0	0	0	0	0	2
320332	0	0	1	1	0	0
321290	0	0	0	0	2	0
321983	0	2	0	0	0	0
322136	0	2	0	0	0	0
322562	0	1	0	1	0	0
322392	2	0	0	0	0	0
323537	0	1	0	1	0	0
324020	0	1	0	0	0	1
325489	0	0	0	0	2	0
326013	0	0	0	1	1	0
327218	0	1	1	0	0	0
327741	0	0	1	1	0	0
330294	0	1	0	0	1	0
330352	0	2	0	0	0	0
330645	0	0	0	0	1	1
3308041	0	0	0	2	0	0
332564	0	0	0	0	0	2
332929	0	0	1	0	0	1
333652	0	0	1	1	0	0
333768	1	0	0	0	0	1
334459	2	0	0	0	0	0
334573	2	0	0	0	0	0
334699	0	0	2	0	0	0
334797	0	0	2	0	0	0
334956	0	0	1	1	0	0
335071	0	1	0	0	0	1
335268	0	0	0	1	1	0
335488	0	0	1	0	0	1
335675	0	1	1	0	0	0
336037	0	0	1	1	0	0
336281	0	0	2	0	0	0
336508	0	0	2	0	0	0
336890	0	0	1	0	0	1
337080	0	2	0	0	0	0
337465	0	2	0	0	0	0
337551	0	1	0	1	0	0
337636	0	1	1	0	0	0
338111	1	0	0	0	1	0
338195	0	0	0	2	0	0
338626	0	0	0	0	0	2
339035	0	1	0	0	1	0
339504	0	1	0	0	1	0
339905	0	1	0	0	0	1
340547	1	0	0	0	1	0
343679	0	0	0	2	0	0
3443092	0	1	1	0	0	0
344512	0	0	0	1	0	1
344823	0	0	0	0	0	2
345582	0	1	0	0	0	1
346350	0	0	2	0	0	0
346316	0	0	0	1	0	1
348272	0	0	0	1	1	0
3472078	2	0	0	0	0	0
347523	0	2	0	0	0	0
3479426	2	0	0	0	0	0
348748	0	2	0	0	0	0
348897	0	0	0	1	0	1
349145	0	2	0	0	0	0
349902	0	2	0	0	0	0
350175	0	0	1	1	0	0
350301	0	0	0	0	0	2
350337	0	2	0	0	0	0
350834	0	0	0	2	0	0
350970	0	0	1	1	0	0
351126	0	0	0	1	0	1
351583	2	0	0	0	0	0
351299	0	1	0	1	0	0
353085	0	0	1	0	0	1
352902	0	1	1	0	0	0
352933	0	0	0	0	2	0
353631	0	0	0	0	1	1
353696	0	0	1	0	1	0
354461	0	0	0	2	0	0
354662	1	1	0	0	0	0
354908	0	0	0	2	0	0
355940	1	0	0	0	1	0
356164	0	0	2	0	0	0
356357	0	1	0	0	1	0
358008	1	1	0	0	0	0
357529	0	0	1	1	0	0
359376	0	1	0	0	1	0
358483	0	0	0	1	0	1
358798	0	1	0	1	0	0
360761	0	1	1	0	0	0
360504	0	2	0	0	0	0
360890	0	0	2	0	0	0
362078	0	0	0	1	1	0
369996	0	1	1	0	0	0
369014	0	1	0	0	0	1
369822	0	0	2	0	0	0
3715618	0	1	0	1	0	0
372622	1	1	0	0	0	0
380534	0	0	0	0	0	2
381694	0	1	1	0	0	0
4004993	0	0	1	1	0	0
399245	0	1	0	0	0	1
410242	0	1	0	0	1	0
4178726	1	0	0	1	0	0
4232045	0	2	0	0	0	0
426638	0	0	0	1	0	1
4303991	1	0	1	0	0	0
4304475	0	2	0	0	0	0
4308811	0	0	0	2	0	0
4315782	0	1	0	0	1	0
4329450	0	0	0	1	1	0
4334844	2	0	0	0	0	0
4340358	2	0	0	0	0	0
4346168	0	0	0	1	1	0
4344860	1	1	0	0	0	0
4361531	2	0	0	0	0	0
4379247	0	0	0	2	0	0
4380813	0	2	0	0	0	0
4381639	2	0	0	0	0	0
4387246	0	1	0	0	0	1
4395096	0	0	1	0	0	1
4405423	0	1	0	1	0	0
441468	0	0	1	0	1	0
4427335	0	0	2	0	0	0
4429981	0	0	1	0	0	1
4434073	0	2	0	0	0	0
4442841	1	0	0	0	1	0
4445672	0	0	0	2	0	0
44560	0	2	0	0	0	0
4455677	0	2	0	0	0	0
4462107	0	2	0	0	0	0
4458039	0	0	0	2	0	0
4469167	1	1	0	0	0	0
4473116	1	0	0	1	0	0
4474844	0	2	0	0	0	0
509675	2	0	0	0	0	0
510233	2	0	0	0	0	0
513706	0	2	0	0	0	0
514061	1	0	0	0	0	1
521586	1	1	0	0	0	0
522582	0	2	0	0	0	0
522961	0	1	0	0	0	1
524848	0	1	1	0	0	0
535399	0	2	0	0	0	0
535601	0	1	0	1	0	0
53929	0	1	1	0	0	0
541415	0	1	0	1	0	0
543291	0	0	0	2	0	0
552235	2	0	0	0	0	0
554463	0	0	1	1	0	0
555101	0	2	0	0	0	0
564941	0	1	0	0	1	0
566154	0	0	1	1	0	0
569244	0	0	0	0	0	2
571178	0	1	1	0	0	0
572751	0	0	2	0	0	0
575559	0	0	0	1	1	0
576285	1	0	0	0	1	0
577110	0	1	0	0	0	1
578457	2	0	0	0	0	0
582089	0	0	1	1	0	0
582101	0	0	1	0	0	1
583266	0	1	0	0	0	1
583584	0	0	2	0	0	0
585869	2	0	0	0	0	0
589657	0	1	0	1	0	0
589989	0	0	1	1	0	0
592372	0	0	0	0	1	1
592156	0	0	0	2	0	0
592857	0	0	0	1	1	0
594119	0	0	0	0	2	0
593977	0	0	0	0	0	2
612308	0	0	0	0	0	2
627429	0	1	1	0	0	0
632932	0	1	0	0	1	0
655793	1	0	0	0	0	1
66188	0	1	0	0	1	0
668129	0	0	0	0	0	2
712142	0	1	1	0	0	0
71872	0	0	0	0	0	2
720944	0	1	0	0	0	1
728069	0	1	0	0	1	0
730906	2	0	0	0	0	0
74480	0	1	0	1	0	0
743923	0	0	0	0	0	2
762699	0	1	0	1	0	0
795046	0	2	0	0	0	0
811667	1	0	0	1	0	0
815828	0	0	2	0	0	0
828776	0	1	0	1	0	0
831922	0	0	1	0	1	0
842714	0	0	0	0	2	0
843569	0	0	0	2	0	0
846464	1	0	0	0	1	0
844501	0	1	0	1	0	0
846710	0	0	0	0	0	2
967275	0	0	0	1	1	0
85658	0	1	0	1	0	0
875290	2	0	0	0	0	0
918313	1	0	1	0	0	0
92043	0	1	1	0	0	0
970805	0	0	2	0	0	0
98939	0	0	2	0	0	0
1000113	1	0	1	1	0	0
106235	0	3	0	0	0	0
106444	0	3	0	0	0	0
110046	0	3	0	0	0	0
1104908	0	0	0	3	0	0
1106302	2	0	0	0	1	0
111120	0	0	2	0	1	0
1122673	0	1	0	2	0	0
112771	0	0	2	0	0	1
1142657	0	0	0	0	0	3
132165	3	0	0	0	0	0
146502	0	2	0	0	0	1
147100	0	0	0	2	0	1
152466	0	1	1	1	0	0
17311	3	0	0	0	0	0
174950	0	1	0	0	2	0
175978	1	0	0	0	2	0
177109	0	0	2	1	0	0
178738	0	0	3	0	0	0
179201	0	0	3	0	0	0
179663	1	1	1	0	0	0
179785	0	2	0	1	0	0
180414	0	2	0	1	0	0
182030	2	0	0	0	1	0
182431	0	1	2	0	0	0
184030	3	0	0	0	0	0
185281	1	0	0	0	0	2
186555	0	0	1	2	0	0
187883	1	1	0	0	0	1
187945	0	0	1	2	0	0
187929	1	2	0	0	0	0
188938	0	3	0	0	0	0
190453	0	1	0	1	0	1
190124	0	0	0	0	0	3
191109	0	0	3	0	0	0
191919	0	0	0	0	3	0
192485	0	1	2	0	0	0
192291	0	2	0	0	0	1
192696	0	2	1	0	0	0
193364	1	0	2	0	0	0
193480	1	1	0	1	0	0
194986	1	0	2	0	0	0
194360	0	3	0	0	0	0
194512	0	1	0	1	0	1
194696	1	1	1	0	0	0
195221	0	3	0	0	0	0
195350	0	2	1	0	0	0
195769	2	0	0	0	1	0
197099	1	1	1	0	0	0
198210	1	0	2	0	0	0
198754	1	1	1	0	0	0
198689	0	2	0	0	0	1
208790	2	1	0	0	0	0
209712	0	0	3	0	0	0
214450	0	0	0	2	1	0
232222	0	1	0	0	2	0
258447	2	1	0	0	0	0
258877	0	2	0	0	1	0
261161	1	0	1	0	0	1
262399	0	0	1	0	2	0
263180	3	0	0	0	0	0
271563	0	0	1	2	0	0
271101	0	3	0	0	0	0
270733	0	0	0	2	0	1
274106	0	3	0	0	0	0
277047	0	1	0	1	1	0
276509	0	0	0	0	0	3
2820255	0	3	0	0	0	0
289538	1	0	1	0	1	0
292242	0	0	1	0	2	0
292725	0	0	0	0	0	3
296962	0	1	1	0	0	1
296900	0	0	0	0	3	0
297629	2	0	0	0	0	1
298388	0	2	0	0	1	0
298491	1	0	0	2	0	0
299556	0	0	2	1	0	0
301399	0	0	1	1	1	0
302273	1	0	0	2	0	0
302835	0	0	0	0	3	0
303191	0	3	0	0	0	0
304123	3	0	0	0	0	0
305177	0	2	0	1	0	0
309720	1	0	0	1	1	0
308598	0	3	0	0	0	0
309147	0	2	0	0	1	0
309284	0	3	0	0	0	0
323386	2	0	0	0	0	1
311078	1	0	0	2	0	0
312743	0	3	0	0	0	0
312967	1	0	1	1	0	0
3141342	0	2	0	0	1	0
314853	0	0	0	1	2	0
314915	2	1	0	0	0	0
320876	2	1	0	0	0	0
321469	0	1	2	0	0	0
322004	0	2	0	0	1	0
3222218	0	3	0	0	0	0
324326	0	0	2	0	1	0
326359	0	0	0	0	3	0
329464	0	0	2	1	0	0
328972	0	1	1	0	0	1
329282	0	0	0	2	1	0
3300804	0	1	1	1	0	0
331193	0	0	1	2	0	0
332359	0	0	0	0	3	0
332584	0	2	0	0	0	1
332901	0	0	2	0	1	0
333259	0	1	1	0	1	0
333363	1	0	0	2	0	0
335203	1	2	0	0	0	0
335546	1	1	0	1	0	0
336528	0	2	0	0	0	1
337495	0	3	0	0	0	0
339886	0	3	0	0	0	0
341264	0	0	1	2	0	0
341953	0	0	0	3	0	0
343038	0	0	1	0	2	0
343811	1	2	0	0	0	0
345422	0	0	2	1	0	0
345944	1	0	0	0	0	2
346524	0	0	1	1	1	0
347413	1	0	0	1	1	0
347933	0	0	3	0	0	0
348237	0	0	1	1	0	1
351501	0	0	2	0	0	1
352852	0	1	0	1	1	0
353868	1	2	0	0	0	0
354054	0	0	0	2	0	1
354849	1	0	0	0	2	0
355154	0	3	0	0	0	0
355197	0	2	1	0	0	0
356590	0	3	0	0	0	0
3568684	3	0	0	0	0	0
358594	2	0	0	1	0	0
363232	0	1	0	1	0	1
363507	0	0	1	0	0	2
3648884	1	2	0	0	0	0
36792	2	0	0	0	0	1
375106	0	3	0	0	0	0
389566	3	0	0	0	0	0
3931048	3	0	0	0	0	0
395040	2	0	0	0	1	0
4056429	0	1	1	0	0	1
4094866	1	0	1	0	1	0
4212517	0	2	0	0	0	1
4295783	0	0	0	2	0	1
4297868	0	1	0	0	2	0
4310136	3	0	0	0	0	0
4315784	0	0	0	0	3	0
4322275	1	0	1	1	0	0
4326806	0	0	0	3	0	0
4346687	1	1	0	0	0	1
4365130	0	0	0	0	1	2
4369131	0	0	1	0	0	2
4381635	0	0	2	0	0	1
4402042	0	0	0	0	0	3
4410863	0	3	0	0	0	0
4414820	2	0	0	0	1	0
4415760	0	0	0	3	0	0
4420272	0	1	2	0	0	0
4432238	0	0	0	1	2	0
4425497	1	1	0	0	1	0
4424598	2	0	0	1	0	0
4427541	2	0	0	1	0	0
443620	0	0	1	1	1	0
4444095	0	1	1	1	0	0
4449251	0	0	0	0	0	3
4459846	0	2	0	1	0	0
4481975	0	2	0	0	1	0
44827	0	0	0	3	0	0
508866	0	1	0	1	1	0
522699	0	0	2	1	0	0
525606	1	2	0	0	0	0
527059	0	3	0	0	0	0
534481	0	2	1	0	0	0
544859	0	0	2	1	0	0
552456	0	0	0	0	3	0
569030	0	3	0	0	0	0
570350	0	0	3	0	0	0
570052	0	0	0	3	0	0
570451	0	0	2	0	0	1
577512	1	1	1	0	0	0
581014	1	0	2	0	0	0
583089	0	3	0	0	0	0
583838	0	0	3	0	0	0
584263	0	0	2	0	1	0
585881	0	0	0	1	2	0
586920	0	3	0	0	0	0
593216	0	0	0	1	0	2
619919	0	0	1	1	0	1
622256	1	0	0	0	0	2
624373	1	1	0	0	1	0
634449	0	0	3	0	0	0
649107	0	0	0	0	2	1
644244	0	0	2	1	0	0
655876	0	0	2	0	0	1
70706	0	1	0	0	2	0
708680	2	1	0	0	0	0
724472	0	3	0	0	0	0
761968	0	1	0	1	0	1
772282	0	0	1	0	0	2
771824	2	1	0	0	0	0
782984	0	0	1	1	0	1
789561	1	1	0	0	1	0
824678	0	0	0	0	0	3
847728	2	0	0	0	0	1
907096	1	1	1	0	0	0
977628	1	0	1	1	0	0
100198	0	1	0	0	0	3
1074210	0	0	0	0	0	4
10945	0	3	0	0	1	0
1112763	1	0	1	2	0	0
113430	0	0	1	0	0	3
1133172	0	4	0	0	0	0
131571	0	2	1	1	0	0
148418	0	3	0	0	0	1
1633194	2	1	0	0	1	0
167311	0	0	0	0	0	4
167078	0	0	1	3	0	0
1727150	0	2	0	0	2	0
174901	1	0	0	1	0	2
1760821	0	0	4	0	0	0
176157	0	3	0	1	0	0
176957	0	0	1	2	1	0
177984	0	4	0	0	0	0
180462	0	3	0	0	0	1
182383	0	2	2	0	0	0
182331	2	2	0	0	0	0
183681	0	0	1	3	0	0
187341	0	0	0	0	0	4
191108	0	0	3	1	0	0
191241	1	3	0	0	0	0
191222	0	1	3	0	0	0
192127	0	1	1	2	0	0
1928156	1	1	0	0	0	2
193667	3	1	0	0	0	0
1934291	0	0	1	0	0	3
193887	0	2	2	0	0	0
194670	0	1	2	1	0	0
197552	0	4	0	0	0	0
198331	0	1	0	1	1	1
198930	0	1	0	1	0	2
198962	4	0	0	0	0	0
227819	0	0	0	0	0	4
229455	0	0	0	1	0	3
24175	0	3	0	0	1	0
262677	0	4	0	0	0	0
263184	0	0	0	0	0	4
263881	2	0	1	1	0	0
266621	0	0	3	1	0	0
266715	2	2	0	0	0	0
270393	0	1	0	3	0	0
271880	0	3	0	0	1	0
2724174	0	1	2	0	0	1
2835813	0	0	2	0	0	2
287506	0	1	0	1	2	0
288581	0	1	0	0	3	0
288950	0	0	0	0	4	0
289074	0	3	1	0	0	0
289992	2	0	1	0	1	0
289958	0	0	2	2	0	0
290442	3	1	0	0	0	0
290480	0	0	1	2	1	0
290637	0	0	4	0	0	0
290663	0	0	1	3	0	0
291949	0	0	1	0	3	0
293516	0	0	1	0	1	2
295871	0	0	3	1	0	0
297796	0	1	2	1	0	0
298494	0	0	4	0	0	0
299639	0	1	1	0	2	0
300457	0	1	0	1	1	1
300613	0	0	0	3	0	1
301733	2	0	0	1	1	0
301818	2	0	1	0	1	0
304043	1	1	1	1	0	0
304154	0	4	0	0	0	0
304460	0	0	1	0	0	3
304779	0	0	3	1	0	0
305318	0	1	1	0	0	2
306046	0	1	2	0	1	0
307291	1	1	2	0	0	0
308322	0	1	3	0	0	0
308786	2	0	0	0	0	2
308734	0	1	2	1	0	0
310301	1	3	0	0	0	0
311952	0	2	0	0	1	1
312858	0	4	0	0	0	0
312992	0	0	1	2	1	0
314377	0	3	1	0	0	0
317065	1	1	1	1	0	0
317908	0	0	0	1	2	1
318296	0	0	4	0	0	0
318163	0	0	1	1	2	0
318470	0	0	2	2	0	0
319616	0	0	2	1	1	0
3195500	0	4	0	0	0	0
320055	1	2	1	0	0	0
320915	2	2	0	0	0	0
322114	1	3	0	0	0	0
324244	0	0	2	1	1	0
325113	1	0	2	1	0	0
325419	0	2	1	1	0	0
325726	1	0	0	2	0	1
327410	4	0	0	0	0	0
327685	0	1	0	0	3	0
328828	1	0	0	1	1	1
329798	0	0	0	4	0	0
330076	0	2	0	0	1	1
3304796	0	4	0	0	0	0
332651	0	0	3	1	0	0
334935	0	4	0	0	0	0
335363	0	0	0	2	2	0
337403	0	0	4	0	0	0
339358	0	3	0	0	0	1
342223	0	2	1	0	1	0
342504	0	3	1	0	0	0
344422	1	0	3	0	0	0
344337	1	1	0	2	0	0
346370	0	0	0	2	2	0
347189	0	4	0	0	0	0
347337	2	2	0	0	0	0
349786	4	0	0	0	0	0
350300	0	0	2	1	0	1
351095	0	0	1	3	0	0
351200	1	2	1	0	0	0
353195	1	1	2	0	0	0
354334	1	1	1	1	0	0
355298	1	1	0	2	0	0
355312	0	0	2	2	0	0
355494	0	0	4	0	0	0
356745	1	0	1	2	0	0
364034	0	2	1	1	0	0
3692330	0	0	0	1	0	3
398138	1	3	0	0	0	0
4090250	1	0	2	1	0	0
420168	0	0	2	2	0	0
4303855	1	2	0	1	0	0
43159	0	1	1	0	2	0
4334746	4	0	0	0	0	0
4363269	0	3	1	0	0	0
4366525	0	1	2	0	0	1
4378906	0	1	2	0	0	1
4383093	1	0	0	0	0	3
4385967	0	0	0	0	4	0
4388121	1	3	0	0	0	0
4389066	0	0	1	3	0	0
4392681	1	0	1	2	0	0
4413164	4	0	0	0	0	0
4437823	0	4	0	0	0	0
455746	0	0	0	0	0	4
509285	0	1	1	1	1	0
516126	1	2	1	0	0	0
516576	0	1	0	3	0	0
523749	1	2	0	0	0	1
524111	0	0	2	1	0	1
531374	0	0	4	0	0	0
535955	0	1	2	1	0	0
545139	0	4	0	0	0	0
559410	0	0	0	4	0	0
563490	0	1	0	3	0	0
562797	0	2	0	1	0	1
567641	1	1	0	0	1	1
574421	0	2	1	0	0	1
576813	1	0	0	1	0	2
584463	2	2	0	0	0	0
588045	0	0	3	1	0	0
593422	0	0	3	1	0	0
621649	2	1	0	0	1	0
649732	1	1	0	1	0	1
653954	1	3	0	0	0	0
662917	1	0	0	0	0	3
703731	0	2	2	0	0	0
716984	0	0	0	0	2	2
828333	0	2	1	0	0	1
833381	0	4	0	0	0	0
875709	0	4	0	0	0	0
971109	0	1	2	0	0	1
97210	3	0	0	0	1	0
1106861	1	3	0	1	0	0
1111350	0	0	5	0	0	0
1112757	0	0	0	0	0	5
111800	0	0	5	0	0	0
111771	0	3	1	0	0	1
113126	0	0	2	2	1	0
131921	0	2	0	0	0	3
151144	0	0	0	5	0	0
165266	1	0	1	3	0	0
168046	0	1	1	1	1	1
172895	1	0	2	2	0	0
173135	2	1	1	1	0	0
173876	0	0	0	3	0	2
174499	0	3	2	0	0	0
177986	0	4	1	0	0	0
178708	1	2	1	1	0	0
179715	1	3	1	0	0	0
180155	0	2	2	1	0	0
181174	0	0	0	0	1	4
183824	0	1	2	2	0	0
186352	1	2	0	0	0	2
186955	0	4	1	0	0	0
191325	0	1	2	2	0	0
192684	2	0	0	0	0	3
193336	0	0	0	1	0	4
194089	0	3	0	1	0	1
194373	0	0	4	0	1	0
195015	0	4	1	0	0	0
196508	0	1	1	3	0	0
198011	0	2	0	0	0	3
198026	0	0	2	2	1	0
2046330	0	3	2	0	0	0
205309	1	0	3	1	0	0
211066	1	0	0	3	1	0
211795	3	1	1	0	0	0
214886	0	2	0	1	2	0
214857	0	3	0	0	2	0
215231	1	3	0	0	1	0
2203165	3	0	0	0	1	1
2216525	0	0	1	1	0	3
25695	1	2	0	1	1	0
261277	0	5	0	0	0	0
269828	0	4	0	0	1	0
269902	0	0	0	0	0	5
275693	0	2	0	1	0	2
277202	1	0	0	0	4	0
279534	1	0	1	2	1	0
285497	1	0	0	0	0	4
288930	0	2	1	1	0	1
289015	0	5	0	0	0	0
289306	0	0	3	2	0	0
289467	2	2	1	0	0	0
292360	2	2	0	0	1	0
294440	0	1	2	0	1	1
294993	0	0	3	2	0	0
296061	0	2	2	0	1	0
298803	1	0	2	2	0	0
299280	0	0	4	1	0	0
300491	1	4	0	0	0	0
304973	0	0	2	2	0	1
313521	2	0	1	0	1	1
314528	0	1	0	1	3	0
315475	1	4	0	0	0	0
318442	0	0	1	4	0	0
318373	0	0	1	0	2	2
320786	1	1	0	0	1	2
322711	1	0	2	1	1	0
322505	3	1	0	0	0	1
322560	0	1	4	0	0	0
324214	0	0	1	2	2	0
3251419	1	1	2	0	1	0
325957	0	2	0	1	0	2
327629	2	1	2	0	0	0
333189	1	3	0	1	0	0
333753	0	5	0	0	0	0
334339	0	0	5	0	0	0
335003	0	2	2	1	0	0
337202	1	3	0	0	0	1
337362	1	4	0	0	0	0
338049	1	1	1	0	0	2
339013	1	0	1	0	0	3
342612	0	3	0	2	0	0
344488	0	0	0	0	0	5
3450454	0	5	0	0	0	0
348487	1	0	1	0	3	0
355334	0	0	0	0	0	5
3807411	0	0	0	0	0	5
395587	0	0	3	2	0	0
4078476	2	3	0	0	0	0
4402368	0	3	1	0	0	1
4267520	4	0	1	0	0	0
4295035	5	0	0	0	0	0
4299126	2	0	0	0	3	0
4308154	0	0	0	0	5	0
4329572	0	1	1	0	3	0
4359984	0	3	1	1	0	0
4360363	0	0	0	4	1	0
4381054	3	0	1	1	0	0
4383922	0	3	0	1	0	1
4433878	2	1	1	0	1	0
4447372	0	0	2	3	0	0
463007	0	0	1	4	0	0
484444	1	3	0	0	0	1
48325	1	1	0	2	1	0
519979	0	3	0	0	2	0
535500	0	0	3	2	0	0
532922	1	4	0	0	0	0
533847	0	0	4	0	1	0
554912	3	0	1	1	0	0
556936	0	0	1	0	4	0
561466	0	0	0	2	0	3
567595	0	1	2	1	0	1
569210	0	1	2	2	0	0
573068	1	4	0	0	0	0
576853	0	0	0	0	1	4
577170	3	2	0	0	0	0
580121	1	1	2	0	0	1
581287	0	4	0	1	0	0
628014	0	1	0	4	0	0
663226	0	0	5	0	0	0
805672	0	2	1	1	1	0
825063	2	0	0	0	0	3
847934	1	0	1	2	0	1
110660	1	3	0	0	1	1
110829	1	1	0	1	3	0
1108747	0	0	5	1	0	0
1146798	0	6	0	0	0	0
145883	0	0	6	0	0	0
176181	0	1	0	4	1	0
16340	0	5	0	0	1	0
164744	2	2	0	0	2	0
174818	1	4	1	0	0	0
178497	1	0	2	0	0	3
179838	0	2	1	0	0	3
180150	0	3	0	3	0	0
180289	0	3	1	2	0	0
180577	0	1	2	3	0	0
181927	0	6	0	0	0	0
182723	0	2	1	2	0	1
184211	2	2	0	2	0	0
184426	1	1	3	1	0	0
185235	4	2	0	0	0	0
185914	4	2	0	0	0	0
189588	0	4	0	0	1	1
192210	0	5	0	1	0	0
193233	1	4	0	0	1	0
194947	0	0	2	1	0	3
195214	1	0	0	0	5	0
195081	0	1	0	3	0	2
195757	5	0	0	1	0	0
197344	3	0	0	0	2	1
227565	1	3	0	0	0	2
230479	2	0	0	4	0	0
240690	6	0	0	0	0	0
251289	3	0	1	2	0	0
258280	0	2	1	0	1	2
288543	0	0	1	4	1	0
290338	0	0	3	0	1	2
290468	0	0	1	3	1	1
291090	0	1	5	0	0	0
292387	0	5	0	0	1	0
295012	1	0	5	0	0	0
296340	1	0	0	0	0	5
302641	2	0	2	2	0	0
303320	0	0	0	0	6	0
308072	2	3	1	0	0	0
308333	4	0	1	1	0	0
308843	6	0	0	0	0	0
311312	0	3	0	0	3	0
