#OTU ID	SZ.SC4	SZ.SC7	SZ.SC5	SZ.SC2	SZ.SC1	SZ.SC6
175037	0	0	0	14	0	0
192741	2	6	0	6	0	0
2057787	0	0	0	0	14	0
207286	0	1	3	6	4	0
315837	0	3	4	7	0	0
317908	1	0	0	10	3	0
329282	0	14	0	0	0	0
335203	0	0	0	3	11	0
33984	0	0	1	0	13	0
4294834	0	3	0	11	0	0
4450795	8	0	2	1	0	3
561902	8	1	0	3	0	2
577228	3	1	2	5	0	3
577562	1	0	1	11	1	0
593717	1	10	0	3	0	0
652332	0	2	1	7	4	0
688934	1	2	5	4	0	2
845178	0	0	3	0	0	11
111313	1	7	2	2	0	3
131115	0	0	15	0	0	0
150162	1	4	3	6	0	1
152612	0	0	4	0	0	11
152466	0	0	0	0	15	0
196664	0	14	0	1	0	0
239128	0	0	6	0	0	9
262632	0	8	0	7	0	0
303226	0	15	0	0	0	0
340223	6	2	3	4	0	0
351800	1	0	6	2	6	0
40149	3	5	1	6	0	0
47862	0	1	1	13	0	0
581249	0	0	8	0	0	7
592977	0	0	1	1	13	0
593156	0	0	0	15	0	0
606419	0	14	1	0	0	0
779944	0	0	0	6	9	0
178224	0	0	2	0	14	0
1914875	4	0	5	7	0	0
225284	0	2	0	0	0	14
235262	3	2	1	5	3	2
288683	3	0	8	3	2	0
289261	4	0	6	0	0	6
293101	1	12	1	2	0	0
295527	0	0	5	11	0	0
566154	5	1	6	1	3	0
585480	0	2	0	14	0	0
693613	0	0	5	11	0	0
791348	14	0	1	0	0	1
807096	0	16	0	0	0	0
1096738	0	0	14	0	0	3
1097359	1	0	8	5	0	3
1105552	0	17	0	0	0	0
1513771	0	0	0	0	16	1
290322	5	6	6	0	0	0
310118	10	0	0	5	2	0
333325	1	1	0	15	0	0
336446	11	0	1	3	2	0
336338	0	7	5	3	0	2
4307672	0	8	0	8	1	0
534965	0	0	5	4	0	8
537290	0	0	0	0	0	17
913867	2	0	8	0	0	7
109753	0	1	5	12	0	0
192385	0	10	0	8	0	0
287998	4	6	2	6	0	0
313155	0	18	0	0	0	0
342724	0	0	15	0	0	3
343031	0	1	0	0	0	17
35088	3	0	3	12	0	0
364034	0	11	1	6	0	0
370217	2	11	0	5	0	0
4379247	4	0	0	7	3	4
520638	1	1	3	13	0	0
584571	0	1	0	16	1	0
639627	0	0	10	1	0	7
720949	0	1	15	0	0	2
849440	1	1	0	2	14	0
1108275	0	0	11	0	0	8
157479	0	0	0	19	0	0
211927	15	0	2	1	1	0
213772	0	0	12	0	0	7
288318	2	5	2	6	4	0
330294	3	2	0	13	1	0
351960	0	7	7	5	0	0
544851	1	14	0	3	0	1
551295	6	0	2	0	11	0
610754	2	0	4	0	13	0
617216	12	0	4	0	3	0
2225203	0	1	0	19	0	0
22466	0	3	0	2	15	0
254662	0	0	16	0	0	4
329650	2	3	2	5	7	1
568118	3	5	2	5	5	0
813945	0	0	19	0	0	1
821465	0	20	0	0	0	0
533133	1	0	0	0	18	2
213762	0	0	0	22	0	0
9994	0	0	22	0	0	0
1070477	0	0	0	0	0	23
241110	0	0	1	0	0	22
328946	7	9	1	6	0	0
349291	0	0	4	0	0	19
4307383	0	16	0	0	7	0
549603	2	3	2	8	5	3
558599	1	8	3	7	4	0
581091	1	12	3	7	0	0
834514	0	0	0	0	23	0
111404	0	0	24	0	0	0
146314	1	19	3	1	0	0
301372	4	0	0	0	20	0
328828	3	1	10	9	0	1
370086	7	0	0	5	11	1
442126	0	0	2	0	0	22
581796	2	12	1	9	0	0
622288	0	5	1	3	0	15
688133	0	0	13	0	0	11
1094991	0	14	11	0	0	0
261871	6	1	1	0	15	2
300594	0	19	0	6	0	0
342638	5	3	2	6	8	1
4483911	0	0	10	0	0	15
634450	1	3	16	4	1	0
173204	0	2	8	9	0	7
233103	3	2	5	9	7	0
253290	0	25	0	1	0	0
303004	0	18	0	2	0	6
4111715	23	0	3	0	0	0
586093	0	0	0	2	24	0
836583	4	0	2	3	0	17
262024	0	19	2	6	0	0
321628	11	0	16	0	0	0
326136	0	1	0	26	0	0
4389594	3	0	0	3	21	0
576926	0	0	0	0	25	2
296320	1	4	8	0	6	9
320250	0	21	0	7	0	0
364341	4	0	10	9	5	0
518190	0	0	13	0	0	15
586968	4	0	0	1	23	0
835928	2	0	21	5	0	0
128033	0	0	0	0	0	29
294791	15	0	0	0	14	0
338349	14	1	0	14	0	0
381296	2	0	12	0	0	15
4387355	0	0	16	2	0	11
543824	2	5	0	15	0	7
557235	0	29	0	0	0	0
620677	0	0	1	0	0	28
767863	0	0	0	0	0	29
819999	4	7	8	0	0	10
324658	7	13	0	3	7	0
325489	0	30	0	0	0	0
337362	0	5	6	8	11	0
4432463	7	0	0	0	23	0
521913	23	0	1	3	3	0
582184	9	0	3	11	7	0
164413	2	1	1	3	0	24
222773	11	2	14	0	3	1
300528	0	31	0	0	0	0
1110312	0	0	23	9	0	0
171480	0	10	0	22	0	0
555882	4	0	28	0	0	0
590263	1	0	0	0	31	0
593347	0	19	3	10	0	0
106928	4	2	15	4	8	0
296379	9	0	1	22	0	1
4335229	10	0	1	1	21	0
656774	0	0	31	0	0	2
308734	0	4	14	16	0	0
328485	0	7	3	24	0	0
350175	3	23	7	1	0	0
4381545	0	0	0	34	0	0
183571	0	21	11	2	0	1
457044	0	22	0	1	0	12
110858	3	0	0	0	33	0
290588	0	14	5	3	0	14
894774	1	1	0	2	1	31
230114	0	1	2	6	0	28
334529	0	1	0	33	3	0
508866	10	4	15	1	7	0
570350	0	0	37	0	0	0
269360	0	13	0	21	2	2
426638	9	9	6	10	3	1
162766	12	1	5	11	10	0
3225199	1	0	0	0	38	0
4227110	0	0	29	0	0	10
891031	0	0	31	1	0	7
168614	2	0	5	10	0	23
4441854	2	0	0	0	38	0
535375	0	5	0	35	0	0
686211	0	11	6	22	1	0
100068	20	1	5	15	0	0
355494	0	5	1	34	1	0
4480176	0	0	0	0	41	0
578022	5	6	0	26	3	1
4474944	0	0	32	0	1	9
1010113	0	0	25	2	0	16
225259	0	0	25	0	0	18
336037	9	21	0	2	11	0
4379525	12	3	0	22	0	6
206938	5	0	29	2	0	8
4423360	0	0	0	0	0	44
578586	0	26	6	12	0	0
126195	0	0	2	0	0	43
299879	0	25	1	17	2	1
353214	0	18	0	27	1	0
1040172	0	41	6	0	0	0
289968	0	0	0	8	39	0
289252	2	35	0	11	0	0
326014	3	5	26	14	0	0
540924	3	15	24	2	1	3
706432	0	1	32	0	0	15
266484	0	49	0	0	0	0
269890	0	10	4	15	20	0
153075	0	1	3	46	0	0
289070	3	2	0	37	8	0
341752	38	4	0	0	8	0
60325	0	0	28	0	0	22
79436	0	0	0	0	0	50
338105	0	26	0	25	0	0
545085	19	1	7	24	0	0
1141678	6	2	17	1	0	26
157428	3	19	0	28	0	2
293508	11	35	5	0	1	2
4355504	3	0	0	12	39	0
740305	4	45	0	6	0	0
106444	2	5	38	10	0	1
191874	0	4	0	29	23	0
553981	0	0	55	0	0	1
828333	14	1	2	39	0	0
344358	51	0	4	1	0	1
346945	0	0	0	13	43	1
578155	2	10	38	6	1	0
652823	25	4	12	16	0	0
757005	27	3	3	8	0	17
839282	0	26	6	17	8	1
4363614	1	45	3	6	0	4
68844	0	1	0	57	1	0
806987	0	58	0	1	0	0
222706	7	0	17	5	0	31
291094	11	9	39	2	0	0
548493	25	21	4	0	11	0
137056	0	1	0	2	0	59
28702	0	0	57	2	3	0
55854	2	0	0	1	59	0
67813	1	0	1	3	0	57
1106384	36	0	2	0	25	0
1122504	0	0	13	0	0	50
314029	0	1	0	62	0	0
326921	11	4	5	17	26	0
432284	1	0	0	0	62	0
1084045	0	37	0	13	0	14
16006	0	0	1	63	0	0
314126	0	65	0	0	0	0
560236	39	0	5	5	15	1
292308	22	11	4	1	28	0
344220	13	2	2	13	36	0
538947	16	0	7	4	39	1
1656781	2	0	0	1	65	0
544419	3	5	4	49	0	7
4362546	0	0	69	0	0	0
4432891	27	0	14	14	0	14
636827	0	0	65	3	0	1
722817	0	0	34	1	0	34
1110668	6	0	20	42	0	2
293097	0	0	0	59	11	0
324283	7	1	0	1	61	0
353085	0	12	4	54	0	0
545236	2	19	2	41	3	3
4384058	12	3	31	11	0	14
572750	11	1	28	18	0	13
233981	0	0	0	0	0	72
238635	0	72	0	0	0	0
276010	0	0	69	0	0	3
563490	4	2	10	55	1	0
834766	39	0	5	6	0	22
184249	0	49	0	24	0	0
810955	0	0	20	0	0	53
4316928	18	11	3	26	0	16
581921	0	0	27	0	0	48
333297	4	7	2	8	55	0
559954	6	10	16	24	0	20
332718	11	0	6	1	59	0
103975	0	0	0	0	78	0
151013	1	72	4	2	0	0
198420	21	0	3	25	30	0
2927689	8	1	2	4	64	0
566751	2	0	1	75	1	0
334074	2	42	4	31	1	0
4304085	0	0	28	52	0	0
805059	0	0	0	0	82	0
509285	9	6	6	9	53	0
287875	6	49	8	16	5	0
295359	0	39	3	45	0	0
303809	0	10	0	77	0	0
2198356	0	56	2	28	0	2
327354	5	60	6	17	0	0
133892	0	0	0	39	49	1
297967	9	0	2	2	76	0
470117	0	0	0	86	3	0
271811	20	0	0	56	14	0
350973	2	80	1	6	0	1
105099	0	21	18	52	0	0
335546	17	28	15	10	20	1
355371	0	48	2	41	0	0
353088	1	46	14	18	12	1
565205	18	4	4	10	56	0
1066830	0	8	4	80	0	1
274771	3	0	2	43	39	6
352512	2	0	9	81	1	0
842598	0	67	2	21	0	3
300658	0	0	0	0	94	0
255367	1	0	0	7	87	0
63459	32	4	6	48	4	1
329761	0	24	0	72	0	0
356745	0	0	0	20	76	0
247695	0	0	87	1	0	9
287471	0	29	14	31	24	0
334459	77	3	9	6	0	3
3735160	0	0	6	86	0	6
811108	3	16	12	41	23	3
272407	0	17	14	68	0	0
4341099	19	0	18	2	0	61
392111	42	0	27	2	0	30
256276	0	0	99	0	0	3
318764	0	0	0	2	102	0
354839	0	0	0	4	0	100
889025	0	0	101	2	0	2
1126691	10	5	49	5	0	38
544678	1	24	3	77	2	0
193894	0	4	0	105	0	0
309161	36	3	4	14	52	0
299267	89	3	9	7	0	3
111455	15	7	61	20	3	7
4376236	8	6	63	5	0	31
214886	13	28	8	52	14	0
611931	0	0	105	3	0	7
570300	20	5	4	24	60	3
754283	3	29	3	82	0	1
254600	0	115	0	6	0	0
551575	109	0	0	0	12	0
584241	52	11	21	17	2	18
155468	72	2	0	1	48	1
4440251	0	1	67	1	0	55
566976	119	2	2	1	0	0
100744	96	3	4	23	0	1
277063	0	43	24	33	25	2
288075	19	9	33	53	7	6
4412850	0	127	0	0	2	0
202922	0	0	19	0	0	112
176181	125	0	2	3	3	0
70580	14	26	11	65	5	13
346231	1	13	33	91	0	0
512485	2	0	53	12	0	72
110359	0	143	0	0	0	0
274176	106	4	3	2	29	0
102159	32	17	93	2	0	1
539124	1	4	0	13	128	0
155616	11	63	59	13	3	0
259544	0	13	2	136	0	0
219826	2	0	29	2	0	120
579115	0	1	38	2	0	116
180826	0	1	1	39	118	0
4468805	8	3	15	123	0	10
552922	13	2	39	8	0	97
289047	2	137	0	0	0	21
303066	1	28	0	61	0	70
428632	0	29	41	93	0	0
846710	0	5	56	4	1	98
351976	0	35	0	130	0	0
342268	0	16	0	152	0	0
578754	0	103	0	65	0	0
309301	0	172	0	0	3	0
651513	0	38	6	132	0	0
258447	0	176	0	1	0	0
189150	2	0	2	99	75	0
180509	1	9	1	69	101	0
70728	38	32	12	68	1	30
287657	1	169	7	13	0	3
302965	4	140	13	29	0	8
336247	77	51	10	55	0	3
1121651	21	0	62	4	0	111
353910	0	198	0	0	0	0
153168	3	22	11	70	99	0
259684	13	129	11	19	34	0
537775	0	0	13	0	0	196
301677	1	208	2	7	0	3
155059	21	82	41	75	0	3
350224	0	0	0	224	2	1
1142657	0	0	0	3	229	0
685156	7	31	0	92	99	3
831729	0	0	215	0	0	17
348680	42	10	17	54	0	112
7821	0	0	228	0	0	9
586828	69	7	35	63	58	6
308646	0	107	56	16	10	59
297399	7	129	13	95	0	10
364179	0	133	10	111	0	0
3109779	63	0	47	7	0	138
238205	0	2	0	271	0	0
180585	0	190	0	86	0	0
233857	24	5	2	25	228	1
288784	0	0	0	23	262	0
484444	0	0	0	30	265	1
346085	0	0	22	0	0	279
95608	0	0	271	5	0	25
334555	39	38	2	108	0	116
335827	69	7	56	27	139	5
362505	52	10	156	19	0	71
745650	18	46	1	53	187	8
1084865	3	4	1	2	4	303
349052	30	113	47	104	23	2
349546	246	10	9	28	26	1
866255	0	0	0	0	0	321
590836	46	6	6	57	202	11
258389	13	240	12	55	3	26
355275	3	312	19	15	0	0
327623	9	186	1	105	52	1
786708	0	5	171	12	0	171
538805	33	100	77	153	0	0
153647	1	1	4	0	365	0
823634	0	0	1	371	0	1
95597	0	4	0	369	21	0
162660	0	1	0	1	399	0
764682	0	1	133	2	0	272
388951	225	0	64	30	0	113
816470	0	0	0	1	0	435
340614	45	0	22	228	0	146
299280	65	143	4	5	229	0
338757	136	210	4	6	82	8
321214	0	0	11	395	0	42
558170	0	0	68	0	0	382
310836	16	2	2	8	425	0
309470	66	20	11	370	5	0
341023	145	101	8	116	98	6
156004	86	19	198	164	0	8
554304	0	476	0	0	0	0
329464	174	20	32	28	224	11
554055	50	11	27	311	91	0
4483392	65	4	31	139	258	4
346189	194	22	36	245	7	1
4376233	91	21	210	30	0	157
4028105	0	0	402	3	1	133
2208	0	0	1	0	541	0
593291	189	144	88	124	1	3
214997	38	1	5	0	526	0
4307265	0	74	0	498	0	0
20221	141	43	46	207	120	17
327073	40	47	0	0	482	5
336485	66	75	25	422	0	2
588197	3	1	0	118	471	5
156219	395	14	61	13	114	4
326774	0	393	4	221	0	0
2797395	4	6	257	26	0	345
270659	3	0	79	5	0	589
174708	73	1	150	15	0	438
1111582	37	10	28	29	2	584
268353	0	1	382	7	0	320
349024	79	4	89	34	524	6
291360	0	689	0	54	4	0
316515	13	1	0	20	734	0
91962	58	8	295	17	0	392
290135	403	20	139	10	191	19
294518	70	106	503	116	0	0
769222	227	67	109	100	320	1
4298060	131	12	10	217	454	5
362172	3	0	326	27	0	493
1122110	0	1	18	19	855	1
667570	125	34	218	399	0	122
338267	1	855	11	35	0	2
191738	0	680	0	238	0	0
801579	0	27	7	87	0	817
975874	0	0	88	3	0	861
299131	23	674	118	191	12	7
1129906	0	0	429	0	0	596
820884	3	2	2	11	1018	0
339358	1	661	81	266	40	22
303445	141	138	13	23	784	5
537062	0	0	982	0	0	141
60329	411	154	211	204	0	200
1131894	38	16	15	8	1217	0
291861	59	170	8	1018	49	9
236487	298	292	263	248	149	99
591245	198	47	102	127	924	7
4358023	0	0	67	0	0	1347
716006	60	92	219	1023	0	81
330674	1124	195	6	0	342	0
348969	141	843	1	2	824	0
839235	170	16	557	90	0	996
547181	0	3	884	19	0	1062
320378	387	1100	530	197	0	34
3946926	0	5	0	152	2144	1
295086	0	2	1048	13	0	1283
1931737	22	1699	186	157	0	299
167679	1130	122	377	743	3	1
301587	16	13	0	86	2320	0
1111294	2339	32	94	29	0	6
538256	63	1447	717	535	2	3
372348	1	1	18	854	1921	2
967275	0	0	90	0	0	2790
873972	77	39	932	145	0	1821
4338748	128	2	1	16	3463	0
1523627	1183	236	1231	346	0	680
353616	5	3832	97	427	0	23
291421	5	23	1932	82	0	2641
528421	104	428	3320	960	0	608
253230	0	320	11	5401	0	0
1105459	476	210	2555	420	2	2928
131921	0	52	0	399	6230	1
343181	90	2050	837	1233	2624	73
161677	557	15	658	96	0	5685
543942	3359	57	1892	766	0	1303
840291	706	0	429	26	1	6316
356539	123	5	2	2	7945	0
268683	1	1082	32	7640	0	3
172895	1245	181	655	169	6901	182
532569	77	90	3576	711	0	6396
818468	9	8	5592	34	1	5850
3453734	3907	17	734	132	0	7494
4389141	5073	68	552	9444	0	771
338195	0	11479	1	5031	0	0
515265	23807	4	52	36	0	70
290186	1270	10191	9065	5765	0	221
287953	14658	12133	1288	6090	6232	1250
988314	822	267	19843	2650	0	18663
